id,life,walkspeed,runspeed,drivespeed,weapon,subweapon,level,hp,attackpower,hitrate,defense,magicdefense,dodge,attackspeed,AI,exp,dropid,money,item,tab1,tab2,tab3,specialtab,attackdistance,aggresive,shp
151,0,200,550,140,0,0,60,34,195,206,355,170,162,90,22,1860,251,0,60,0,0,0,0,190,1,0
152,0,220,460,165,1013,0,61,39,219,240,480,238,197,100,21,2013,255,0,60,0,0,0,0,250,3,0
153,0,230,560,230,0,0,69,39,271,269,558,276,228,95,113,2702,270,0,60,0,0,0,0,220,4,0
154,0,220,560,165,1002,0,62,39,223,244,486,241,200,100,21,2090,256,0,60,0,0,0,0,240,3,0
155,0,200,500,190,1004,303,65,38,220,255,531,264,217,120,113,2372,263,0,60,0,0,0,0,250,4,0
156,0,230,510,250,1045,0,70,43,306,355,403,205,296,85,27,2760,453,0,60,0,0,0,0,2000,6,0
157,0,250,580,180,1044,0,64,38,236,338,374,192,265,110,26,2226,262,0,60,0,0,0,0,2000,5,0
158,0,220,530,200,137,5,67,53,302,398,570,327,178,100,114,2871,267,0,60,0,0,0,0,300,9,0
159,0,260,570,300,0,0,72,45,321,425,633,315,190,90,112,3068,277,0,60,0,0,0,0,260,8,0
161,0,250,550,150,0,0,82,37,301,273,461,216,213,90,63,3623,319,0,60,0,0,0,0,220,1,0
162,0,290,630,200,0,0,85,44,355,325,634,307,264,90,371,4040,333,0,60,0,0,0,0,230,3,0
163,0,320,690,200,1116,0,86,42,380,329,672,327,278,85,372,4211,339,0,60,0,0,0,0,250,4,0
164,0,200,450,170,0,0,87,57,317,318,711,348,157,90,62,4265,344,0,60,0,0,0,0,190,2,0
165,0,220,490,180,0,0,89,44,351,339,659,319,275,105,374,4411,355,0,60,0,0,0,0,220,3,0
166,0,220,490,220,1128,0,93,59,466,538,753,422,238,100,376,5527,380,0,60,0,0,0,0,250,9,0
169,0,350,750,250,39,0,91,58,453,527,739,415,234,100,64,5307,368,0,60,0,0,0,0,250,9,0
171,0,180,480,100,1035,0,33,45,94,136,331,175,70,90,319,645,195,0,60,0,0,0,0,350,2,0
172,0,220,430,125,164,0,34,33,105,145,322,169,127,110,320,682,196,0,60,0,0,0,0,360,4,0
173,0,210,460,145,165,0,38,46,153,242,366,220,111,95,323,915,211,0,60,0,0,0,0,380,9,0
175,0,240,530,112,1042,0,35,33,121,200,235,127,161,95,321,693,198,0,60,0,0,0,0,2200,5,0
176,0,210,470,125,1043,0,36,36,135,199,240,129,170,82,322,737,202,0,60,0,0,0,0,2000,6,0
177,0,210,470,135,1043,0,36,36,118,199,240,129,170,110,264,737,190,0,60,0,0,0,0,2000,6,0
178,0,210,460,155,165,0,40,46,142,253,380,227,116,120,262,989,188,0,60,0,0,0,0,380,9,0
179,0,200,450,120,0,0,42,47,116,166,394,204,85,105,267,933,152,0,60,0,0,0,0,250,2,0
180,0,200,500,140,1016,0,45,48,164,280,415,246,127,120,262,1184,153,0,60,0,0,0,0,260,9,0
181,0,180,580,75,0,0,51,32,138,178,312,151,141,115,22,1209,238,0,60,0,0,0,0,160,1,0
182,0,165,530,110,0,0,52,49,158,200,465,236,101,95,22,1345,240,0,60,0,0,0,0,160,2,0
183,0,170,450,110,1015,0,54,38,187,216,435,218,178,100,21,1480,243,0,60,0,0,0,0,230,3,0
185,0,175,550,95,1040,0,56,37,207,300,336,174,236,102,26,1615,245,0,60,0,0,0,0,2500,5,0
186,0,170,450,130,1042,0,59,41,245,304,350,181,255,85,27,1876,249,0,60,0,0,0,0,2100,6,0
187,0,180,450,135,1021,0,53,36,155,212,450,227,182,135,262,1433,162,0,60,0,0,0,0,300,4,0
188,0,240,338,140,1075,0,56,42,199,339,515,261,153,120,264,1724,123,0,60,0,0,0,0,1600,8,0
189,0,170,450,125,1042,0,59,41,228,304,350,181,255,100,264,1876,195,0,60,0,0,0,0,2100,6,0
190,0,230,520,165,135,0,62,52,246,371,535,308,167,120,262,2412,164,0,60,0,0,0,0,300,9,0
192,0,220,490,185,0,0,82,43,306,314,614,299,255,110,268,3769,183,0,60,0,0,0,0,220,3,0
193,0,290,630,260,0,0,84,118,426,545,910,457,283,100,266,7594,180,0,60,0,0,0,0,230,10,0
194,0,220,490,220,0,0,87,119,413,563,937,470,292,115,268,8123,184,0,60,0,0,0,0,250,10,0
196,0,225,640,160,40,3,212,82,1597,1565,1591,748,989,105,262,28963,710,0,100,0,0,0,0,250,2,0
197,0,200,510,140,337,0,215,52,2617,1923,952,1516,884,90,262,31355,713,0,100,0,0,0,0,2000,7,0
198,0,240,650,190,169,0,218,69,2226,2889,1707,805,1235,130,263,60436,714,0,100,0,0,0,0,350,8,0
199,0,340,790,300,174,0,222,1116,3598,3089,3777,1560,1119,115,586,1263760,802,0,100,0,0,0,0,250,11,0
201,0,300,450,430,1084,0,95,123,540,611,1012,504,316,85,51,9582,387,0,60,0,0,0,0,900,10,0
202,0,230,400,180,1084,0,90,42,385,343,699,340,289,95,52,4591,360,0,60,0,0,0,0,1500,4,0
203,0,200,360,230,1011,0,12,515,76,123,83,216,52,90,54,1121,123,0,60,0,0,0,0,230,11,0
204,0,160,540,80,0,0,20,29,49,83,163,87,69,90,106,283,150,0,60,0,0,0,0,250,1,0
205,0,230,550,170,1003,302,25,587,157,207,500,300,113,85,55,8019,151,0,100,0,0,0,0,250,11,0
206,0,200,550,180,0,0,43,39,167,269,419,217,123,90,8,1013,224,0,60,0,0,0,0,200,8,0
207,0,290,630,240,167,0,44,637,273,330,929,421,175,105,324,36310,221,0,100,0,0,0,0,350,11,0
208,0,240,360,340,1075,0,57,678,406,413,1137,504,217,90,57,49200,241,0,100,0,0,0,0,1500,11,0
209,0,300,650,300,138,0,46,643,303,342,961,434,181,95,59,41564,225,0,100,0,0,0,0,350,11,0
210,0,300,500,50,0,0,35,33,97,149,329,172,130,130,58,713,199,0,60,0,0,0,0,130,4,0
211,0,500,700,450,0,5,83,760,599,581,1553,671,301,110,60,148400,306,0,100,0,0,0,0,300,11,0
212,0,330,710,300,0,0,82,757,636,574,1537,664,298,95,61,144920,309,0,100,0,0,0,0,250,11,0
213,0,300,630,310,167,0,48,649,304,355,993,447,187,105,318,43480,226,0,100,0,0,0,0,350,11,0
215,0,290,630,270,167,0,46,99,172,372,557,293,195,125,256,2990,271,0,100,0,0,0,0,350,10,0
216,0,300,650,320,138,0,103,127,505,1099,1086,539,240,120,257,5257,272,0,100,0,0,0,0,350,10,0
217,0,330,710,330,0,0,154,148,833,1447,1559,759,286,130,258,7769,273,0,100,0,0,0,0,250,10,0
218,0,320,690,360,0,0,201,165,1358,2009,1995,962,316,110,259,9582,274,0,100,0,0,0,0,250,10,0
219,0,310,730,330,173,0,220,172,1545,2889,2172,1044,346,110,260,11137,275,0,100,0,0,0,0,250,10,0
222,0,300,650,300,138,0,60,688,423,433,1185,524,226,95,59,74400,252,0,100,0,0,0,0,350,11,0
223,0,330,710,300,0,0,75,735,565,529,1425,620,275,95,61,121320,291,0,100,0,0,0,0,250,11,0
224,0,350,750,350,0,0,98,805,749,677,1793,767,350,110,65,202920,361,0,100,0,0,0,0,250,11,0
226,0,0,0,80,1072,0,7,0,0,0,0,0,0,90,15,0,116,0,60,0,0,0,0,1750,0,0
227,0,0,0,80,1072,0,7,0,0,0,0,0,0,90,15,0,116,0,60,0,0,0,0,1750,0,0
228,0,0,0,100,1072,0,8,0,0,0,0,0,0,85,15,0,117,0,60,0,0,0,0,1750,0,0
229,0,0,0,100,1073,0,16,0,0,0,0,0,0,85,15,0,118,0,60,0,0,0,0,2400,0,0
230,0,240,320,100,1130,0,23,90,84,180,343,193,99,110,314,0,0,0,0,0,0,0,0,200,10,0
231,0,166,382,140,9,0,35,45,139,226,345,209,104,95,484,0,0,0,60,0,0,0,0,250,9,0
232,0,310,1050,350,0,0,110,629,519,755,1786,949,416,150,333,0,330,0,60,0,0,0,0,200,16,0
233,0,200,400,400,0,0,125,661,805,851,2002,1057,468,105,136,0,349,0,60,0,0,0,0,250,16,700
234,0,250,500,430,1093,0,140,691,1015,948,2218,1165,521,90,134,0,429,0,100,0,0,0,0,2000,16,950
235,0,300,600,950,0,0,155,719,1227,1044,2434,1273,573,80,338,0,451,0,100,0,0,0,0,250,16,150
236,0,0,0,50,0,0,1,25,0,0,5,5,0,100,206,0,0,0,0,0,0,0,0,0,0,0
237,0,0,0,50,0,0,1,25,0,0,5,5,0,100,206,0,0,0,0,0,0,0,0,0,0,0
238,0,0,0,50,0,0,1,25,0,0,5,5,0,100,206,0,0,0,0,0,0,0,0,0,0,0
239,0,0,0,50,0,0,1,25,0,0,5,5,0,100,206,0,0,0,0,0,0,0,0,0,0,0
240,0,0,0,50,0,0,1,25,0,0,5,5,0,100,206,0,0,0,0,0,0,0,0,0,0,0
250,0,0,0,50,0,0,1,25,0,0,5,5,0,100,206,0,0,0,0,0,0,0,0,0,0,0
251,0,150,350,90,1076,0,48,32,137,305,258,447,201,100,18,1164,0,0,60,0,0,0,0,800,7,0
252,0,160,370,105,1079,0,75,36,242,454,370,620,295,100,98,3246,0,0,60,0,0,0,0,2200,7,0
254,0,200,450,160,0,0,74,54,256,274,619,306,136,90,121,3099,0,0,60,0,0,0,0,190,2,0
256,0,450,515,80,1076,0,63,34,204,215,369,176,169,95,326,2085,258,0,60,0,0,0,0,180,1,360
257,0,480,548,95,1076,0,83,41,350,429,465,234,333,100,326,3821,324,0,60,0,0,0,0,200,5,390
258,0,500,570,115,1079,0,91,45,343,346,672,325,280,115,326,4599,369,0,60,0,0,0,0,200,3,450
261,0,150,350,100,0,0,45,48,136,176,415,214,89,90,1,1036,224,0,60,0,0,0,0,800,2,0
262,0,160,370,120,0,0,50,49,155,193,451,230,97,90,1,1230,0,0,60,0,0,0,0,900,2,0
271,0,210,530,120,1015,0,84,38,289,280,470,220,218,105,327,3797,329,0,60,0,0,0,0,250,1,0
272,0,220,480,120,1015,0,85,57,307,311,697,342,154,90,327,4079,334,0,60,0,0,0,0,250,2,0
273,0,230,570,120,1016,0,86,44,326,329,640,310,266,110,329,4132,340,0,60,0,0,0,0,250,3,0
274,0,200,500,120,1080,0,87,38,319,289,485,226,225,95,327,4061,345,0,60,0,0,0,0,800,1,0
275,0,225,510,120,1080,0,88,42,378,452,489,246,351,100,329,4276,348,0,60,0,0,0,0,900,5,0
276,0,230,620,120,38,2,89,58,319,324,725,354,161,95,116,4453,356,0,60,0,0,0,0,250,2,0
277,0,225,640,120,40,3,90,58,324,328,732,358,162,95,116,4548,362,0,60,0,0,0,0,250,2,0
278,0,225,520,130,169,0,91,43,362,346,706,343,292,110,109,4688,370,0,60,0,0,0,0,350,4,0
279,0,230,550,130,170,0,94,43,369,357,726,352,301,115,109,4980,384,0,60,0,0,0,0,350,4,0
280,0,230,620,140,39,3,96,59,310,348,774,377,172,120,116,5129,394,0,60,0,0,0,0,250,2,0
281,0,200,510,140,337,0,97,38,490,559,462,760,198,95,118,5328,396,0,60,0,0,0,0,2200,7,0
282,0,220,550,150,338,0,98,38,485,564,466,767,200,100,118,5429,399,0,60,0,0,0,0,350,7,0
283,0,225,530,160,338,61,99,38,492,570,470,773,202,100,119,5531,402,0,60,0,0,0,0,2400,7,0
284,0,240,650,150,170,0,100,50,438,575,839,409,255,115,117,5791,403,0,60,0,0,0,0,350,8,0
286,0,310,730,250,173,0,104,127,554,665,1095,543,343,105,69,11038,406,0,60,0,0,0,0,250,10,0
287,0,340,790,300,174,0,110,839,854,755,1985,844,389,115,50,232720,415,0,100,0,0,0,0,250,11,0
293,0,250,490,40,1079,0,1,1000,1,1,1,1,1,105,165,0,0,1,90,0,0,0,0,250,1,0
294,0,230,500,90,1096,0,10,25,10,10,100,50,60,120,165,0,0,0,60,0,0,0,0,1600,0,0
295,0,300,310,240,0,0,90,18,18,65,9999,9999,60,105,287,0,0,0,60,0,0,0,0,250,0,0
296,0,160,290,110,0,0,1,50,24,50,45,50,60,105,286,0,0,0,60,0,0,0,0,250,0,0
297,0,290,490,40,1097,0,1,126,7,25,72,47,1,105,97,0,0,1,90,0,0,0,0,250,1,0
298,0,290,470,50,0,0,1,5,18,65,31,16,10,105,89,0,0,0,60,0,0,0,0,250,0,0
299,0,220,490,45,0,0,1,126,7,25,72,47,1,105,108,0,0,0,60,0,0,0,0,250,1,0
300,0,200,450,55,0,0,1,126,7,25,72,47,1,105,108,0,0,0,60,0,0,0,0,250,1,0
301,0,280,400,30,0,0,8,33,19,47,105,62,20,100,92,95,110,0,60,0,0,0,0,250,1,350
302,0,280,400,40,0,0,12,30,27,59,125,70,38,100,3,140,8,0,60,0,0,0,0,250,1,350
303,0,280,450,120,0,0,1,10,118,92,9999,9999,31,100,480,0,0,0,60,0,0,0,0,250,15,0
304,0,280,470,130,0,0,120,14,241,148,9999,9999,54,100,480,0,0,0,60,0,0,0,0,250,15,0
305,0,280,470,80,0,0,90,21,349,200,288,214,75,130,89,0,0,0,60,0,0,0,0,250,15,0
306,0,170,390,110,1003,302,35,38,128,226,361,191,104,95,285,740,149,0,60,0,0,0,0,250,8,0
307,0,170,390,140,1003,302,75,45,330,441,655,325,197,95,285,3337,149,0,60,0,0,0,0,250,8,0
308,0,170,390,170,1003,302,105,51,519,602,876,426,266,95,285,6126,149,0,60,0,0,0,0,250,8,0
309,0,200,400,120,1074,0,40,11,170,145,115,74,116,100,286,824,0,0,60,0,0,0,0,1200,15,290
310,0,200,450,130,1074,0,60,14,249,206,174,119,162,100,286,1860,0,0,60,0,0,0,0,1200,15,300
311,0,200,500,140,1074,0,80,21,364,267,242,169,208,100,286,3452,0,0,60,0,0,0,0,1250,15,310
312,0,200,550,150,1074,0,100,28,464,329,427,225,255,100,286,5264,0,0,60,0,0,0,0,1250,15,330
313,0,200,600,160,1074,0,120,29,568,390,537,286,301,100,286,6326,0,0,60,0,0,0,0,1300,15,350
314,0,280,470,500,0,0,120,5000,241,500,195,154,0,50,488,0,0,0,60,0,0,0,0,250,15,0
315,0,100,250,100,0,0,1,126,11,25,72,47,1,10,91,0,8,0,60,0,0,0,0,100,1,200
316,0,130,280,80,0,0,1,126,11,25,72,47,1,15,91,0,8,0,60,0,0,0,0,100,1,200
317,0,140,300,95,0,0,1,126,11,25,72,47,1,15,91,0,8,0,60,0,0,0,0,100,1,200
318,0,150,310,100,0,0,1,126,11,25,72,47,1,15,91,0,8,0,60,0,0,0,0,100,1,200
319,0,80,280,115,0,0,1,126,11,25,72,47,1,15,94,0,8,0,60,0,0,0,0,100,1,90
320,0,100,300,130,0,0,1,126,11,25,72,47,1,15,94,0,8,0,60,0,0,0,0,100,1,90
321,0,120,330,150,0,0,1,126,11,25,72,47,1,15,94,0,8,0,60,0,0,0,0,100,1,90
322,0,200,450,20,0,0,1,126,7,25,72,47,1,105,89,0,0,0,60,0,0,0,0,250,1,0
323,0,220,490,450,0,0,1,126,7,25,72,47,1,105,304,0,0,0,60,0,0,0,0,250,1,0
324,0,200,450,500,0,0,1,126,7,25,72,47,1,105,305,0,0,0,60,0,0,0,0,250,1,0
325,0,0,0,170,0,0,79,46,322,217,236,385,87,100,96,0,0,0,60,0,0,0,0,10,0,0
326,0,0,0,230,0,0,80,547,360,247,222,234,72,100,95,0,0,0,60,0,0,0,0,10,0,0
327,0,0,0,245,0,0,80,547,360,247,222,234,72,100,95,0,0,0,60,0,0,0,0,10,0,0
328,0,0,0,260,0,0,80,547,360,247,222,234,72,100,95,0,0,0,60,0,0,0,0,10,0,0
329,0,0,0,270,0,0,80,547,360,247,222,234,72,100,95,0,0,0,60,0,0,0,0,10,0,0
331,0,220,506,85,0,0,72,36,227,243,413,195,190,110,139,2788,278,0,60,0,0,0,0,300,1,270
332,0,250,560,130,0,0,74,36,230,249,422,199,194,115,139,2951,289,0,60,0,0,0,0,400,1,350
335,0,250,1050,250,0,0,84,57,203,489,690,389,218,200,333,4557,330,0,60,0,0,0,0,200,9,0
336,0,215,650,110,0,0,77,42,274,297,582,284,241,115,121,3327,302,0,60,0,0,0,0,200,3,0
337,0,230,700,150,0,0,79,43,284,304,595,290,247,115,122,3502,310,0,60,0,0,0,0,200,3,0
338,0,240,750,180,0,0,82,41,290,314,645,315,266,125,123,3841,320,0,60,0,0,0,0,200,4,0
339,0,230,750,155,0,0,80,43,289,307,602,293,250,115,122,3590,314,0,60,0,0,0,0,200,3,0
340,0,240,750,185,0,0,83,41,295,318,652,318,269,125,123,3933,325,0,60,0,0,0,0,250,4,0
341,0,220,650,150,1008,0,92,45,386,350,678,327,283,95,124,4694,376,0,60,0,0,0,0,250,3,0
342,0,210,700,160,1017,0,93,47,436,461,513,257,381,90,125,4836,381,0,60,0,0,0,0,1800,6,0
343,0,225,750,165,1008,304,94,59,352,341,760,370,169,90,126,4933,385,0,60,0,0,0,0,250,2,0
344,0,235,750,170,1009,0,97,50,409,559,817,399,248,120,127,5477,397,0,60,0,0,0,0,250,8,0
346,0,200,700,140,1064,0,96,37,483,554,457,754,197,95,128,5227,388,0,60,0,0,0,0,1200,7,0
347,0,210,700,150,1064,0,97,38,490,559,462,760,198,95,129,5328,398,0,60,0,0,0,0,1500,7,0
348,0,215,700,150,1091,0,101,61,495,581,810,452,257,110,129,6445,407,0,60,0,0,0,0,1600,9,0
349,0,210,700,150,1064,0,98,38,485,564,466,767,200,100,138,5429,400,0,60,0,0,0,0,1500,7,0
350,0,215,700,300,1091,0,109,837,752,748,1969,837,385,135,334,229434,419,0,100,0,0,0,0,200,11,500
351,0,280,800,190,1036,0,102,40,380,335,557,257,259,105,131,5420,408,0,60,0,0,0,0,250,1,360
352,0,275,800,190,1092,0,109,39,561,623,511,837,221,100,130,6172,421,0,60,0,0,0,0,1500,7,350
353,0,290,850,190,1036,0,111,63,534,634,880,488,280,120,132,7043,423,0,60,0,0,0,0,250,9,400
356,0,300,950,250,1093,0,117,859,1005,800,2097,888,411,100,134,246920,429,0,100,0,0,0,0,2000,11,850
